"","V1","V2"
"1",1,4
"2",3,4
"3",5,6
"4",7,8
"5",2,9
"6",10,11
"7",7,13
"8",9,14
"9",4,15
"10",9,15
"11",12,15
"12",12,16
"13",8,17
"14",13,17
"15",9,18
"16",10,19
"17",11,19
"18",6,21
"19",6,22
"20",19,23
"21",7,24
"22",20,24
"23",17,25
"24",19,25
"25",24,25
"26",15,26
"27",15,27
"28",22,27
"29",23,27
"30",11,28
"31",18,29
"32",26,29
"33",26,30
"34",6,31
"35",21,31
"36",22,31
"37",24,32
"38",19,33
"39",28,33
"40",25,34
"41",28,34
"42",26,35
"43",25,37
"44",32,38
"45",37,38
"46",27,39
"47",36,39
"48",36,40
"49",39,41
