"","V1","V2"
"1",1,3
"2",2,3
"3",3,5
"4",3,6
"5",4,7
"6",9,10
"7",10,11
"8",6,12
"9",7,13
"10",8,13
"11",12,14
"12",10,15
"13",11,16
"14",12,17
"15",15,17
"16",15,19
"17",6,20
"18",7,20
"19",11,21
"20",18,21
"21",17,22
"22",19,22
"23",21,22
"24",19,23
"25",20,23
"26",20,25
"27",24,25
"28",23,26
"29",23,27
"30",23,29
"31",28,29
"32",24,30
"33",25,31
"34",30,31
"35",26,32
"36",27,33
"37",31,33
"38",28,34
"39",33,34
"40",16,35
"41",32,35
"42",29,36
"43",22,37
"44",23,37
"45",32,37
"46",35,37
"47",36,38
"48",37,38
"49",28,39
"50",34,39
"51",36,39
"52",38,40
