"","x"
"1",7.81
"2",3.162
"3",8.069
"4",8.723
"5",9.06
"6",10.284
"7",10.004
"8",10.237
"9",9.206
"10",9.4
"11",7.512
"12",9.208
"13",10.076
"14",11.515
"15",9.707
"16",9.454
"17",9.619
"18",11.239
"19",8.335
"20",8.772
"21",8.317
"22",11.44
"23",8.328
"24",8.229
"25",8.549
"26",8.39
"27",12.167
"28",11.952
"29",11.973
"30",9.782
"31",8.07
"32",8.268
"33",13.162
"34",11.888
"35",9.692
"36",9.789
"37",10.585
"38",12.46
"39",13.66
"40",10.052
"41",12.346
"42",13.238
"43",13.526
"44",11.958
"45",10.224
"46",10.085
