"","x"
"1",3.383
"2",4.124
"3",2.405
"4",3.087
"5",2.337
"6",6.813
"7",8.055
"8",4.075
"9",6.359
"10",6.601
"11",3.687
"12",10.984
"13",5.604
"14",3.459
"15",6.687
"16",7.638
"17",9.728
"18",14.398
"19",6.886
"20",0.564
"21",0.91
"22",5.987
"23",3.559
"24",7.742
"25",6.444
"26",6.419
"27",1.004
"28",0.212
"29",7.51
"30",12.565
"31",6.883
"32",2.737
"33",8.118
"34",1.141
"35",1.493
"36",4.823
"37",7.351
"38",1.167
"39",13.497
"40",1.488
"41",2.697
"42",10.409
"43",2.202
"44",4.6
"45",3.737
"46",3.863
"47",13.516
"48",2.235
"49",15.799
"50",13.239
"51",2.859
"52",10.807
"53",6.251
"54",13.662
"55",1.362
"56",7.372
"57",0.11
"58",1.744
"59",4.642
