"","x"
"1",0.325
"2",4.124
"3",2.405
"4",3.087
"5",2.337
"6",6.813
"7",8.055
"8",8.53
"9",8.398
"10",2.827
"11",4.075
"12",6.359
"13",6.601
"14",0
"15",3.687
"16",0
"17",5.604
"18",3.459
"19",6.687
"20",7.638
"21",0.633
"22",6.886
"23",0.91
"24",1.225
"25",5.987
"26",3.559
"27",0.192
"28",7.742
"29",6.444
"30",6.419
"31",0
"32",0.212
"33",6.883
"34",2.737
"35",-0.189
"36",1.708
"37",1.096
"38",4.823
"39",7.351
"40",2.697
"41",2.202
"42",4.6
"43",3.737
"44",3.863
"45",2.235
"46",6.251
"47",0
"48",7.372
"49",0
