"","V1","V2"
"1",1,4
"2",1,5
"3",2,5
"4",3,6
"5",4,6
"6",6,7
"7",4,10
"8",6,10
"9",8,12
"10",8,13
"11",9,13
"12",2,14
"13",9,14
"14",5,15
"15",6,15
"16",13,16
"17",14,16
"18",15,16
"19",11,17
"20",12,17
"21",16,17
"22",11,18
"23",18,19
"24",4,20
"25",18,21
"26",19,21
"27",15,22
"28",17,22
"29",21,22
"30",10,23
"31",20,23
"32",20,24
"33",23,24
"34",15,25
"35",22,25
"36",21,26
"37",15,27
"38",24,27
"39",26,28
"40",25,29
"41",28,30
"42",26,31
"43",31,32
"44",29,33
"45",32,33
"46",16,34
"47",27,34
"48",29,34
"49",28,35
"50",30,35
"51",32,35
