"","x"
"1",9.662
"2",10.118
"3",10.755
"4",4.767
"5",7.472
"6",9.532
"7",10.689
"8",9.812
"9",12.392
"10",4.801
"11",7.003
"12",11.923
"13",12.369
"14",8.163
"15",10.867
"16",12.231
"17",9.851
"18",11.938
"19",12.071
"20",12.103
"21",11.111
"22",12.369
"23",12.223
"24",10.188
"25",3.476
"26",11.111
"27",11.994
"28",11.151
"29",9.959
"30",7.633
"31",10.558
"32",11.325
"33",10.421
"34",11.069
"35",10.615
"36",11.278
"37",0.26
"38",10.972
"39",10.802
"40",10.677
"41",0.263
"42",0.298
"43",9.81
"44",10.058
"45",11.145
"46",6.299
"47",10.875
"48",9.856
"49",10.073
"50",10.942
"51",9.656
"52",9.535
"53",9.219
"54",10.511
