"","x"
"1",17.068
"2",16.855
"3",15.901
"4",16.972
"5",19.794
"6",17.276
"7",20.942
"8",19.586
"9",16.795
"10",16.084
"11",16.226
"12",18.932
"13",16.692
"14",16.737
"15",17.043
"16",17.711
"17",20.588
"18",21.061
"19",14.107
"20",15.554
"21",15.913
"22",7.692
"23",15.245
"24",15.453
"25",15.605
"26",18.39
"27",18.767
"28",20.761
"29",20.541
"30",17.969
"31",18.47
"32",17.4
"33",18.738
"34",20.659
"35",17.85
"36",15.346
"37",15.043
"38",18.332
"39",12.723
"40",14.372
"41",14.418
"42",15.618
"43",19.613
"44",18.865
"45",20.443
"46",19.241
"47",12.861
"48",14.684
"49",14.893
"50",14.972
"51",19.099
"52",15.246
