"","x"
"1",15.901
"2",16.224
"3",16.972
"4",15.359
"5",16.795
"6",16.084
"7",16.787
"8",16.226
"9",18.932
"10",21.018
"11",16.692
"12",16.737
"13",17.043
"14",17.711
"15",21.017
"16",20.588
"17",21.726
"18",21.441
"19",14.107
"20",19.254
"21",21.524
"22",20.436
"23",15.554
"24",15.913
"25",7.692
"26",15.245
"27",15.453
"28",15.605
"29",18.39
"30",21.311
"31",18.767
"32",20.761
"33",20.541
"34",17.969
"35",18.47
"36",17.4
"37",18.738
"38",17.85
"39",15.346
"40",15.043
"41",18.332
"42",14.372
"43",14.418
"44",15.618
"45",19.613
"46",18.865
"47",14.893
"48",19.392
"49",19.099
"50",15.246
