"","x"
"1",19.615
"2",21.313
"3",16.43
"4",16.888
"5",16.972
"6",20.504
"7",19.877
"8",21.505
"9",21.433
"10",19.794
"11",17.276
"12",21.956
"13",20.942
"14",19.586
"15",16.795
"16",20.228
"17",18.932
"18",21.018
"19",21.911
"20",21.559
"21",17.711
"22",21.017
"23",20.588
"24",21.726
"25",21.228
"26",22.022
"27",22.17
"28",22.328
"29",21.061
"30",21.441
"31",22.231
"32",21.524
"33",20.436
"34",18.767
"35",20.761
"36",20.541
"37",20.982
"38",22.403
"39",18.47
"40",17.4
"41",18.738
"42",20.659
"43",20.846
