"","x"
"1",16.874
"2",16.359
"3",17.068
"4",16.403
"5",16.855
"6",15.901
"7",16.223
"8",19.615
"9",16.43
"10",16.888
"11",16.972
"12",20.504
"13",19.877
"14",21.505
"15",21.433
"16",19.794
"17",17.276
"18",20.942
"19",19.586
"20",16.795
"21",16.084
"22",16.787
"23",16.226
"24",20.228
"25",18.932
"26",21.018
"27",21.911
"28",21.559
"29",16.737
"30",17.043
"31",17.711
"32",20.588
"33",21.726
"34",21.228
"35",22.022
"36",22.17
"37",21.061
"38",21.441
"39",14.107
"40",21.524
"41",20.436
"42",15.554
"43",7.692
"44",15.245
"45",15.453
"46",15.605
"47",18.39
"48",18.767
"49",20.541
"50",17.969
"51",18.47
"52",17.4
"53",18.738
"54",20.659
"55",17.85
"56",15.346
"57",15.043
"58",14.372
"59",14.418
"60",15.618
"61",19.613
"62",18.865
"63",20.443
"64",19.241
"65",14.893
"66",19.099
