"","x"
"1",16.934
"2",18.546
"3",18.318
"4",18.587
"5",18.452
"6",18.365
"7",14.906
"8",14.686
"9",15.174
"10",14.32
"11",15.296
"12",19.304
"13",18.753
"14",17.116
"15",15.524
"16",20.525
"17",19.139
"18",14.818
"19",21.661
"20",22.454
"21",19.812
"22",20.589
"23",21.206
"24",19.773
"25",20.916
"26",18.261
"27",14.546
"28",21.878
"29",20.102
"30",21.512
"31",18.417
"32",17.709
"33",22.307
"34",20.949
"35",21.069
"36",14.51
"37",19.971
"38",14.097
"39",18.225
"40",19.219
"41",18.649
"42",21.228
"43",16.287
"44",19.996
"45",19.917
"46",20.342
"47",18.933
"48",20.75
"49",19.74
"50",17.558
"51",19.998
"52",20.091
"53",19.139
"54",20.089
"55",18.992
"56",19.587
"57",17.455
