"","x"
"1",19.031
"2",19.719
"3",16.934
"4",14.99
"5",15.712
"6",14.736
"7",16.796
"8",14.197
"9",18.762
"10",13.711
"11",13.425
"12",14.119
"13",14.186
"14",13.418
"15",15.377
"16",14.906
"17",14.686
"18",17.027
"19",15.174
"20",14.733
"21",14.308
"22",14.32
"23",14.081
"24",15.296
"25",18.753
"26",17.116
"27",15.524
"28",19.139
"29",18.855
"30",14.818
"31",19.812
"32",20.589
"33",19.773
"34",18.261
"35",14.546
"36",21.512
"37",10.51
"38",18.417
"39",17.709
"40",14.51
"41",19.749
"42",14.097
"43",18.225
"44",19.219
"45",10.787
"46",18.649
"47",19.06
"48",15.299
"49",16.287
"50",19.996
"51",16.352
"52",19.917
"53",18.933
"54",20.091
"55",19.139
"56",18.992
"57",14.826
