"","x"
"1",21.428
"2",20.835
"3",19.702
"4",15.404
"5",21.121
"6",20.612
"7",19.784
"8",18.83
"9",18.044
"10",17.897
"11",18.584
"12",18.469
"13",18.673
"14",18.856
"15",18.488
"16",18.908
"17",18.921
"18",19
"19",20.75
"20",20.799
"21",18.996
"22",20.602
"23",20.802
"24",19.031
"25",19.014
"26",19.053
"27",19.046
"28",20.814
"29",20.514
"30",19.532
"31",20.566
"32",19.745
"33",18.831
"34",19.218
"35",21.707
"36",19.427
"37",19.781
"38",19.674
"39",19.713
"40",22.809
"41",20.547
"42",14.4
"43",18.647
"44",22.793
