"","V1","V2"
"1",1,2
"2",5,6
"3",2,7
"4",3,8
"5",1,9
"6",2,9
"7",8,9
"8",4,10
"9",6,11
"10",7,11
"11",5,12
"12",10,13
"13",12,14
"14",10,15
"15",14,15
"16",6,16
"17",8,16
"18",13,16
"19",9,17
"20",15,19
"21",17,20
"22",18,20
"23",14,22
"24",11,24
"25",23,24
"26",20,25
"27",16,26
"28",21,27
"29",22,27
"30",26,27
"31",22,28
"32",23,28
"33",19,29
"34",21,29
"35",24,30
"36",25,31
"37",26,31
"38",31,32
"39",25,33
"40",30,34
"41",32,34
"42",33,35
"43",29,36
"44",32,36
"45",32,37
"46",33,37
"47",34,38
"48",37,38
