"","x"
"1",9.918
"2",7.746
"3",12.203
"4",19.626
"5",15.176
"6",18.305
"7",16.834
"8",16.59
"9",20.338
"10",14.288
"11",10.343
"12",8.353
"13",12.067
"14",20.083
"15",14.67
"16",10.026
"17",11.38
"18",8.398
"19",8.572
"20",12.094
"21",11.741
"22",17.819
"23",14.445
"24",18.156
"25",13.894
"26",8.493
"27",14.574
"28",11.919
"29",13.975
"30",14.981
"31",20.023
"32",20.043
"33",11.618
"34",19.912
"35",20.229
"36",19.937
"37",21.908
"38",21.199
"39",21.72
"40",20.507
"41",10.558
"42",16.094
"43",22
"44",21.409
"45",5.947
"46",12.919
"47",16.318
"48",18.58
"49",15.376
"50",19.671
