"","x"
"1",6.794
"2",6.386
"3",16.894
"4",8.381
"5",7.305
"6",13.299
"7",8.876
"8",7.762
"9",17.072
"10",17.246
"11",9.136
"12",16.332
"13",7.276
"14",8.148
"15",7.427
"16",16.462
"17",17.677
"18",16.462
"19",8.36
"20",18.438
"21",11.566
"22",17.88
"23",17.052
"24",18.8
"25",17.154
"26",7.027
"27",6.805
"28",8.142
"29",9.129
"30",14.337
"31",19.502
"32",18.881
"33",6.943
"34",7.344
"35",6.795
"36",13.685
"37",8.813
"38",8.683
"39",13.847
"40",13.695
"41",17.308
"42",10.152
"43",7.751
"44",14.335
"45",13.233
"46",17.072
"47",8.655
"48",14.904
"49",8.476
"50",14.448
"51",9.948
"52",18.825
"53",19.182
