"","V1","V2"
"1",1,2
"2",2,4
"3",3,4
"4",2,5
"5",2,6
"6",5,6
"7",4,8
"8",6,9
"9",3,10
"10",7,10
"11",8,10
"12",12,13
"13",3,14
"14",9,16
"15",11,16
"16",13,17
"17",8,18
"18",9,19
"19",14,20
"20",15,20
"21",19,21
"22",4,22
"23",18,22
"24",20,22
"25",10,23
"26",15,23
"27",17,23
"28",13,24
"29",15,24
"30",14,25
"31",16,25
"32",21,26
"33",22,26
"34",21,27
"35",20,28
"36",22,28
"37",23,29
"38",28,29
"39",18,30
"40",22,31
"41",27,32
"42",31,32
"43",24,33
"44",28,34
"45",30,34
"46",29,35
"47",33,35
"48",30,36
"49",31,36
"50",29,37
"51",34,37
"52",33,38
"53",34,39
"54",36,39
"55",36,40
"56",28,41
"57",31,41
