"","V1","V2"
"1",1,5
"2",2,5
"3",4,5
"4",4,9
"5",5,9
"6",6,9
"7",3,10
"8",4,10
"9",6,11
"10",10,12
"11",4,14
"12",11,14
"13",13,14
"14",7,15
"15",8,15
"16",13,15
"17",10,16
"18",1,17
"19",5,17
"20",13,18
"21",4,19
"22",16,19
"23",17,19
"24",19,20
"25",9,21
"26",4,22
"27",21,24
"28",21,25
"29",23,26
"30",18,27
"31",22,27
"32",23,27
"33",24,28
"34",18,30
"35",22,30
"36",28,30
"37",20,32
"38",24,33
"39",29,33
"40",25,34
"41",31,34
"42",32,34
"43",34,35
"44",35,36
"45",34,37
"46",35,37
"47",30,39
"48",37,39
"49",38,40
"50",40,43
"51",42,44
"52",33,45
"53",41,45
"54",37,46
"55",41,46
"56",39,47
"57",42,47
"58",38,48
"59",39,49
"60",40,49
"61",47,49
"62",48,49
"63",42,50
"64",47,50
"65",44,51
"66",50,51
