"","V1","V2"
"1",1,4
"2",6,7
"3",1,8
"4",5,8
"5",3,9
"6",4,9
"7",2,10
"8",7,11
"9",7,12
"10",8,12
"11",9,13
"12",9,14
"13",10,14
"14",10,15
"15",14,16
"16",13,17
"17",14,17
"18",12,18
"19",13,18
"20",12,19
"21",16,20
"22",16,21
"23",17,21
"24",17,22
"25",18,22
"26",18,23
"27",19,23
"28",23,25
"29",24,25
"30",22,26
"31",20,27
"32",21,27
"33",25,28
"34",26,28
"35",26,29
"36",27,29
"37",27,30
"38",29,31
"39",30,31
"40",29,32
"41",28,33
"42",31,34
"43",31,35
"44",32,35
"45",32,36
"46",33,36
"47",33,37
