"","V1","V2"
"1",1,4
"2",2,16
"3",3,22
"4",4,5
"5",4,6
"6",4,13
"7",5,8
"8",6,10
"9",7,8
"10",7,16
"11",8,9
"12",8,12
"13",8,13
"14",9,12
"15",10,11
"16",10,13
"17",10,21
"18",11,15
"19",12,18
"20",12,19
"21",13,18
"22",13,24
"23",14,17
"24",15,20
"25",15,21
"26",16,25
"27",16,26
"28",17,19
"29",17,23
"30",18,19
"31",18,29
"32",19,26
"33",20,30
"34",21,24
"35",21,30
"36",21,34
"37",22,27
"38",22,28
"39",24,25
"40",24,29
"41",24,31
"42",25,26
"43",25,31
"44",28,32
"45",29,32
"46",29,33
"47",30,34
"48",30,35
"49",31,34
