"","x"
"1",14.203
"2",13.213
"3",13.292
"4",14.516
"5",11.12
"6",15.864
"7",12.284
"8",14.721
"9",14.768
"10",14.525
"11",14.246
"12",12.782
"13",10.728
"14",16.342
"15",15.187
"16",15.155
"17",14.069
"18",12.807
"19",13.41
"20",15.081
"21",16.449
"22",13.891
"23",14.708
"24",11.887
"25",14.719
"26",14.664
"27",15.714
"28",15.723
"29",15.635
"30",15.43
"31",16.334
"32",14.884
"33",13.53
"34",13.586
"35",14.588
"36",14.469
"37",17.119
"38",15.962
"39",14.122
"40",13.927
"41",13.271
"42",14.926
"43",15.614
"44",13.754
"45",13.03
"46",13.66
"47",15.989
