"","x"
"1",10.982
"2",11.82
"3",13.481
"4",11.474
"5",12.214
"6",7.003
"7",11.244
"8",11.771
"9",6.245
"10",9.455
"11",6.397
"12",8.818
"13",6.528
"14",8.207
"15",6.584
"16",8.875
"17",8.393
"18",8.403
"19",7.78
"20",6.813
"21",9.364
"22",4.406
"23",8.443
"24",7.791
"25",8.922
"26",7.799
"27",6.686
"28",10.883
"29",11.387
"30",10.782
"31",10.71
"32",7.934
"33",4.082
"34",7.948
"35",10.836
"36",12.626
"37",6.003
"38",5.814
"39",8.514
"40",10.468
"41",10.71
"42",6.287
"43",10.737
"44",10.242
"45",10.667
"46",6.211
"47",7.95
"48",11.823
"49",8.331
"50",11.542
