"","weight"
"1",0.74854592370621
"2",1.39358566287024
"3",0.915716113102056
"4",0.947483509213401
"5",0.731084126869835
"6",1.65431587059558
"7",0.996502584406474
"8",1.527273387468
"9",1.15156589048924
"10",1.19030416272353
"11",0.951470440693105
"12",1.05017189148473
"13",1.20171752133743
"14",1.0714294190585
"15",1.18633325803783
"16",1.20253939631723
"17",4.94243790050236
"18",0.277451978121675
"19",1.33192319596827
"20",0.470212717606441
"21",0.310001612704505
"22",0.679452720839434
"23",0.328311133261764
"24",0.52859795730861
"25",0.279277639997481
