"","weight"
"1",0.401701381521491
"2",2.64428515860527
"3",1.28882271864354
"4",1.56204129339429
"5",0.441711443979433
"6",1.02964119969956
"7",0.976747664522008
"8",1.49565236599925
"9",1.14438804598495
"10",1.46205471859152
"11",2.77835782447777
"12",0.757221235569247
"13",1.20245956263401
"14",1.03213419677743
"15",1.83302727746621
"16",1.29535940954196
"17",1.38988524697119
"18",1.63045055167192
"19",2.57057989545614
"20",1.24535135614138
"21",1.13162758832775
"22",1.48583309958824
"23",1.23082452020341
"24",0.554378932415649
"25",1.26684805725288
"26",0.932227976374388
"27",3.0232102144131
"28",0.508590208045592
"29",1.40634277390477
"30",1.49345271076267
"31",6.29730926668096
