"","weight"
"1",3.38136200369665
"2",3.84026939158978
"3",1.99715898212712
"4",1.78521259246516
"5",2.31183671568959
"6",0.599085970840522
"7",2.06730283213811
"8",5.68225694590225
"9",0.585174332837551
"10",1.71628115410759
"11",5.68907980257167
"12",1.21928708682873
"13",0.637749166933211
"14",1.45905071875274
"15",1.06795880071655
"16",2.5724299795954
"17",2.35803753145571
"18",0.873294910219948
"19",0.691899559241045
"20",0.376862043538387
"21",2.62863101206499
"22",3.1108706177883
"23",2.91899571759702
"24",0.455758708263432
"25",2.01355630641673
"26",0.482738024240371
"27",0.971374799077734
"28",0.42493411261214
"29",0.390590578354646
"30",2.32845206100264
"31",0.995008040141189
"32",1.73494351476834
