"","x"
"1",15.386
"2",13.687
"3",12.85
"4",10.628
"5",12.959
"6",13.403
"7",14.02
"8",10.558
"9",11.457
"10",10.933
"11",13.213
"12",14.123
"13",14.522
"14",14.579
"15",15.484
"16",14.523
"17",14.308
"18",12.161
"19",10.249
"20",12.725
"21",11.824
"22",11.87
"23",12.745
"24",15.133
"25",14.136
"26",15.239
"27",15.642
"28",15.008
"29",10.49
"30",11.687
"31",12.463
"32",15.296
"33",12.526
"34",13.899
"35",15.394
"36",14.897
"37",15.458
"38",15.556
"39",12.881
"40",13.117
"41",11.144
"42",13.013
"43",14.875
