"","V1","V2"
"1",1,8
"2",2,7
"3",2,8
"4",3,6
"5",3,7
"6",4,5
"7",5,9
"8",6,9
"9",6,10
"10",7,10
"11",7,11
"12",8,11
"13",8,12
"14",9,15
"15",10,14
"16",11,13
"17",11,14
"18",12,13
"19",13,16
"20",13,17
"21",14,17
"22",14,18
"23",15,18
"24",15,19
"25",17,22
"26",18,21
"27",18,23
"28",19,20
"29",20,23
"30",21,24
"31",21,25
"32",22,25
"33",22,26
"34",23,24
"35",23,29
"36",24,28
"37",25,27
"38",26,30
"39",27,30
"40",27,31
"41",28,31
"42",28,32
"43",29,32
"44",29,33
"45",32,34
"46",33,35
"47",33,36
"48",34,35
